Source Term,Mapped Term Label,Mapped Term IRI,Mapped Ontology IRI,Mapping Score
oesophageal stricture,gastroesophageal disease,http://purl.obolibrary.org/obo/MONDO_0015111,http://www.ebi.ac.uk/efo/efo.owl#,0.5677085733800356
bladder problem,bladder disease,http://www.ebi.ac.uk/efo/EFO_1000018,http://www.ebi.ac.uk/efo/efo.owl#,0.6331808550552761
bladder problem,gall bladder,http://purl.obolibrary.org/obo/UBERON_0002110,http://www.ebi.ac.uk/efo/efo.owl#,0.6139490297820506
bladder problem,bladder tumor,http://www.ebi.ac.uk/efo/EFO_0000294,http://www.ebi.ac.uk/efo/efo.owl#,0.6119442827111969
prostate problem,prostate disease,http://www.ebi.ac.uk/efo/EFO_0009602,http://www.ebi.ac.uk/efo/efo.owl#,0.6208599164202852
prostate problem,prostate gland,http://purl.obolibrary.org/obo/UBERON_0002367,http://www.ebi.ac.uk/efo/efo.owl#,0.5876077102772577
prostate problem,prostate cancer,http://purl.obolibrary.org/obo/MONDO_0008315,http://www.ebi.ac.uk/efo/efo.owl#,0.5834402134924453
testicular problems,testicular disease,http://www.ebi.ac.uk/efo/EFO_0009601,http://www.ebi.ac.uk/efo/efo.owl#,0.608410488377515
testicular problems,Testicular Teratoma,http://www.ebi.ac.uk/efo/EFO_1000573,http://www.ebi.ac.uk/efo/efo.owl#,0.575876184342832
testicular problems,Testicular atrophy,http://purl.obolibrary.org/obo/HP_0000029,http://www.ebi.ac.uk/efo/efo.owl#,0.553849413513817
thyroid problem,thyroid disease,http://www.ebi.ac.uk/efo/EFO_1000627,http://www.ebi.ac.uk/efo/efo.owl#,0.6031570493565958
thyroid problem,thyroid gland,http://purl.obolibrary.org/obo/UBERON_0002046,http://www.ebi.ac.uk/efo/efo.owl#,0.5739872371063338
thyroid problem,thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,http://www.ebi.ac.uk/efo/efo.owl#,0.5702977952784739
thyroid radioablation therapy,thyroid radioablation therapy,http://www.ebi.ac.uk/efo/EFO_0009600,http://www.ebi.ac.uk/efo/efo.owl#,0.9875628317241674
adrenocortical insufficiency addison s disease,adrenocortical insufficiency,http://www.ebi.ac.uk/efo/EFO_0009491,http://www.ebi.ac.uk/efo/efo.owl#,0.8583610346235903
adrenocortical insufficiency addison s disease,acute adrenal insufficiency,http://purl.obolibrary.org/obo/MONDO_0019801,http://www.ebi.ac.uk/efo/efo.owl#,0.6293418835251119
adrenocortical insufficiency addison s disease,primary adrenal insufficiency,http://purl.obolibrary.org/obo/MONDO_0015128,http://www.ebi.ac.uk/efo/efo.owl#,0.6175232773557687
neurological injury trauma,neurological pain disorder,http://purl.obolibrary.org/obo/MONDO_0700057,http://www.ebi.ac.uk/efo/efo.owl#,0.5441747494136262
eye eyelid problem,eyelid,http://purl.obolibrary.org/obo/UBERON_0001711,http://www.ebi.ac.uk/efo/efo.owl#,0.7840262987930868
eye eyelid problem,eye,http://purl.obolibrary.org/obo/UBERON_0000970,http://www.ebi.ac.uk/efo/efo.owl#,0.6753339214513083
eye eyelid problem,eyelid disease,http://www.ebi.ac.uk/efo/EFO_0009547,http://www.ebi.ac.uk/efo/efo.owl#,0.6549762718298435
cranial nerve problem palsy,cranial nerve palsy,http://www.ebi.ac.uk/efo/EFO_0009489,http://www.ebi.ac.uk/efo/efo.owl#,0.8706013728362005
cranial nerve problem palsy,fourth cranial nerve palsy,http://purl.obolibrary.org/obo/MONDO_0001146,http://www.ebi.ac.uk/efo/efo.owl#,0.700298542778504
cranial nerve problem palsy,cranial nerve neoplasm,http://purl.obolibrary.org/obo/MONDO_0002633,http://www.ebi.ac.uk/efo/efo.owl#,0.5512522922582638
spinal cord disorder,spinal cord,http://purl.obolibrary.org/obo/UBERON_0002240,http://www.ebi.ac.uk/efo/efo.owl#,0.8834959365943018
spinal cord disorder,spinal cord disease,http://www.ebi.ac.uk/efo/EFO_0009488,http://www.ebi.ac.uk/efo/efo.owl#,0.8068492815328678
spinal cord disorder,spinal cord cancer,http://purl.obolibrary.org/obo/MONDO_0003544,http://www.ebi.ac.uk/efo/efo.owl#,0.7413815911953734
peripheral nerve disorder,peripheral nerve lesion,http://purl.obolibrary.org/obo/MONDO_0024334,http://www.ebi.ac.uk/efo/efo.owl#,0.7600086854162573
peripheral nerve disorder,peripheral nerve injury,http://www.ebi.ac.uk/efo/EFO_0009510,http://www.ebi.ac.uk/efo/efo.owl#,0.6930673880273965
peripheral nerve disorder,peripheral neuron,http://purl.obolibrary.org/obo/CL_0000111,http://www.ebi.ac.uk/efo/efo.owl#,0.6416396413804382
trapped nerve compressed nerve,nerve,http://purl.obolibrary.org/obo/UBERON_0001021,http://www.ebi.ac.uk/efo/efo.owl#,0.6705287041481895
trapped nerve compressed nerve,nerve compression syndrome,http://www.ebi.ac.uk/efo/EFO_0009487,http://www.ebi.ac.uk/efo/efo.owl#,0.6240020335583549
diabetic eye disease,diabetic eye disease,http://www.ebi.ac.uk/efo/EFO_0009486,http://www.ebi.ac.uk/efo/efo.owl#,0.9922798709427423
diabetic eye disease,eye disease,http://www.ebi.ac.uk/efo/EFO_0003966,http://www.ebi.ac.uk/efo/efo.owl#,0.7086059022018197
diabetic eye disease,Rare genetic eye disease,http://www.orpha.net/ORDO/Orphanet_101435,http://www.ebi.ac.uk/efo/efo.owl#,0.5995806706749481
eye trauma,eye,http://purl.obolibrary.org/obo/UBERON_0000970,http://www.ebi.ac.uk/efo/efo.owl#,0.5952838181423377
eye trauma,trauma complication,http://www.ebi.ac.uk/efo/EFO_0009888,http://www.ebi.ac.uk/efo/efo.owl#,0.5475175804066534
back problem,Back pain,http://purl.obolibrary.org/obo/HP_0003418,http://www.ebi.ac.uk/efo/efo.owl#,0.5268943281083304
uterine polyps,uterine polyp,http://www.ebi.ac.uk/efo/EFO_0009484,http://www.ebi.ac.uk/efo/efo.owl#,0.7850747375104108
uterine polyps,uterine disease,http://purl.obolibrary.org/obo/MONDO_0002654,http://www.ebi.ac.uk/efo/efo.owl#,0.5165146023714134
breast disease,breast disease,http://www.ebi.ac.uk/efo/EFO_0009483,http://www.ebi.ac.uk/efo/efo.owl#,0.9906748299508663
breast disease,breast,http://purl.obolibrary.org/obo/UBERON_0000310,http://www.ebi.ac.uk/efo/efo.owl#,0.7868148352119931
breast disease,breast fibrocystic disease,http://www.ebi.ac.uk/efo/EFO_0003014,http://www.ebi.ac.uk/efo/efo.owl#,0.6884569219257743
allergy anaphylactic reaction to drug,drug allergy,http://www.ebi.ac.uk/efo/EFO_0009482,http://www.ebi.ac.uk/efo/efo.owl#,0.6530562785414142
enlarged prostate,Enlarged cisterna magna,http://purl.obolibrary.org/obo/HP_0002280,http://www.ebi.ac.uk/efo/efo.owl#,0.5154106136034778
muscle soft tissue injuries,muscle tissue disease,http://purl.obolibrary.org/obo/MONDO_0003939,http://www.ebi.ac.uk/efo/efo.owl#,0.6327587139628089
muscle soft tissue injuries,soft tissue disease,http://www.ebi.ac.uk/efo/EFO_0009470,http://www.ebi.ac.uk/efo/efo.owl#,0.6307567368605569
muscle soft tissue injuries,fast muscle tissue,http://purl.obolibrary.org/obo/UBERON_0006908,http://www.ebi.ac.uk/efo/efo.owl#,0.6086067968612582
burns,Eye Burns,http://www.ebi.ac.uk/efo/EFO_1001788,http://www.ebi.ac.uk/efo/efo.owl#,0.8172887607706381
burns,burn,http://www.ebi.ac.uk/efo/EFO_0009516,http://www.ebi.ac.uk/efo/efo.owl#,0.691621315247762
nasal sinus disorder,nasal disorder,http://purl.obolibrary.org/obo/MONDO_0002436,http://www.ebi.ac.uk/efo/efo.owl#,0.7778104337329979
nasal sinus disorder,paranasal sinus disease,http://www.ebi.ac.uk/efo/EFO_0009481,http://www.ebi.ac.uk/efo/efo.owl#,0.6616263422835499
nasal sinus disorder,nasal cavity and paranasal sinus neoplasm,http://purl.obolibrary.org/obo/MONDO_0056820,http://www.ebi.ac.uk/efo/efo.owl#,0.6302534356082833
throat larynx disorder,larynx,http://purl.obolibrary.org/obo/UBERON_0001737,http://www.ebi.ac.uk/efo/efo.owl#,0.6379186488367142
throat larynx disorder,throat disease,http://www.ebi.ac.uk/efo/EFO_0009479,http://www.ebi.ac.uk/efo/efo.owl#,0.5909728459983822
throat larynx disorder,Larynx anomaly,http://www.orpha.net/ORDO/Orphanet_156249,http://www.ebi.ac.uk/efo/efo.owl#,0.5004638514670017
vocal cord polyp,vocal cord polyp,http://www.ebi.ac.uk/efo/EFO_0009478,http://www.ebi.ac.uk/efo/efo.owl#,0.9950189329074186
vocal cord polyp,polyp,http://www.ebi.ac.uk/efo/EFO_0000662,http://www.ebi.ac.uk/efo/efo.owl#,0.6346767494933543
vocal cord polyp,Vocal cord paralysis,http://purl.obolibrary.org/obo/HP_0001605,http://www.ebi.ac.uk/efo/efo.owl#,0.5856849149382587
other neurological problem,neurological pain disorder,http://purl.obolibrary.org/obo/MONDO_0700057,http://www.ebi.ac.uk/efo/efo.owl#,0.6033037298844437
other neurological problem,regulation of neurological system process,http://purl.obolibrary.org/obo/GO_0031644,http://www.ebi.ac.uk/efo/efo.owl#,0.5589129896739347
other neurological problem,Rare genetic neurological disorder,http://www.orpha.net/ORDO/Orphanet_71859,http://www.ebi.ac.uk/efo/efo.owl#,0.531557121225144
hereditary genetic haematological disorder,Rare genetic hematologic disease,http://www.orpha.net/ORDO/Orphanet_158300,http://www.ebi.ac.uk/efo/efo.owl#,0.6096796116764187
hereditary genetic haematological disorder,congenital hematological disorder,http://purl.obolibrary.org/obo/MONDO_0009332,http://www.ebi.ac.uk/efo/efo.owl#,0.6072378279834508
hereditary genetic haematological disorder,Rare genetic neurological disorder,http://www.orpha.net/ORDO/Orphanet_71859,http://www.ebi.ac.uk/efo/efo.owl#,0.5960796665511006
blistering desquamating skin disorder,Abnormal blistering of the skin,http://purl.obolibrary.org/obo/HP_0008066,http://www.ebi.ac.uk/efo/efo.owl#,0.5132851234275412
neck problem injury,neck injury,http://www.ebi.ac.uk/efo/EFO_0009476,http://www.ebi.ac.uk/efo/efo.owl#,0.7541362466656913
neck problem injury,neck,http://purl.obolibrary.org/obo/UBERON_0000974,http://www.ebi.ac.uk/efo/efo.owl#,0.5513850973635557
neck problem injury,injury,http://www.ebi.ac.uk/efo/EFO_0000546,http://www.ebi.ac.uk/efo/efo.owl#,0.5268666235390674
cervical polyps,cervical polyp,http://www.ebi.ac.uk/efo/EFO_0009475,http://www.ebi.ac.uk/efo/efo.owl#,0.7986485568643737
cervical polyps,cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,http://www.ebi.ac.uk/efo/efo.owl#,0.5433063258177191
soft tissue inflammation,soft tissue disease,http://www.ebi.ac.uk/efo/EFO_0009470,http://www.ebi.ac.uk/efo/efo.owl#,0.6694824270815355
soft tissue inflammation,inflammation,http://purl.obolibrary.org/obo/MP_0001845,http://www.ebi.ac.uk/efo/efo.owl#,0.6686561388851638
soft tissue inflammation,Soft Tissue Chondroma,http://www.ebi.ac.uk/efo/EFO_1000540,http://www.ebi.ac.uk/efo/efo.owl#,0.6245100776925927
abnormal smear,abnormal PAP smear,http://www.ebi.ac.uk/efo/EFO_0009511,http://www.ebi.ac.uk/efo/efo.owl#,0.8394068941938749
abnormal smear,abnormal,http://purl.obolibrary.org/obo/PATO_0000460,http://www.ebi.ac.uk/efo/efo.owl#,0.6856125865169472
abnormal smear,Abnormality of the ear,http://purl.obolibrary.org/obo/HP_0000598,http://www.ebi.ac.uk/efo/efo.owl#,0.5275353702764178
benign breast lump,breast benign neoplasm,http://purl.obolibrary.org/obo/MONDO_0000620,http://www.ebi.ac.uk/efo/efo.owl#,0.6313513730689605
benign breast lump,benign,http://www.ebi.ac.uk/efo/EFO_0002751,http://www.ebi.ac.uk/efo/efo.owl#,0.5516055973866362
benign breast lump,breast,http://purl.obolibrary.org/obo/UBERON_0000310,http://www.ebi.ac.uk/efo/efo.owl#,0.5408651836126679
problems related to social environment,social environment measurement,http://www.ebi.ac.uk/efo/EFO_0010552,http://www.ebi.ac.uk/efo/efo.owl#,0.7193244439694606
problems related to social environment,soil environment,http://purl.obolibrary.org/obo/EO_0007049,http://www.ebi.ac.uk/efo/efo.owl#,0.5476530704755339
problems related to social environment,environmental factor,http://www.ebi.ac.uk/efo/EFO_0000469,http://www.ebi.ac.uk/efo/efo.owl#,0.5361575279811684
volume depletion,volume,http://www.ebi.ac.uk/efo/EFO_0001715,http://www.ebi.ac.uk/efo/efo.owl#,0.7027756968384823
volume depletion,liver volume,http://ebi.ac.uk/efo/EFO_0600048,http://www.ebi.ac.uk/efo/efo.owl#,0.5598452722099648
volume depletion,volume unit,http://purl.obolibrary.org/obo/UO_0000095,http://www.ebi.ac.uk/efo/efo.owl#,0.5503581339075172
shoulder lesions,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,http://www.ebi.ac.uk/efo/efo.owl#,0.7655030398653524
shoulder lesions,Shoulder pain,http://purl.obolibrary.org/obo/HP_0030834,http://www.ebi.ac.uk/efo/efo.owl#,0.6719106898359944
shoulder lesions,shoulder fracture,http://www.ebi.ac.uk/efo/EFO_0009621,http://www.ebi.ac.uk/efo/efo.owl#,0.6089189002465476
perineal laceration during delivery,perineal laceration during delivery,http://www.ebi.ac.uk/efo/EFO_0009816,http://www.ebi.ac.uk/efo/efo.owl#,0.9945644435288803
other obstetric trauma,obstetric disorder,http://purl.obolibrary.org/obo/MONDO_0700003,http://www.ebi.ac.uk/efo/efo.owl#,0.6174101208052355
other obstetric trauma,"Paralysis, Obstetric",http://www.ebi.ac.uk/efo/EFO_1001385,http://www.ebi.ac.uk/efo/efo.owl#,0.5081273277286344
intrauterine hypoxia,hypoxia,http://www.ebi.ac.uk/efo/EFO_0009444,http://www.ebi.ac.uk/efo/efo.owl#,0.678232561349658
intrauterine hypoxia,brain hypoxia,http://www.ebi.ac.uk/efo/EFO_1001766,http://www.ebi.ac.uk/efo/efo.owl#,0.53657733173242
intrauterine hypoxia,fetal hypoxia,http://www.ebi.ac.uk/efo/EFO_1001793,http://www.ebi.ac.uk/efo/efo.owl#,0.5323307000929813
abnormal serum enzyme levels,abnormality of serum enzyme levels,http://www.ebi.ac.uk/efo/EFO_0009826,http://www.ebi.ac.uk/efo/efo.owl#,0.9164771391835871
abnormal serum enzyme levels,enzyme,http://purl.obolibrary.org/obo/OBI_0000427,http://www.ebi.ac.uk/efo/efo.owl#,0.607138536785512
injury of blood vessels at neck level injury efo 0009886 broad s15 done,blood vessel injury,http://www.ebi.ac.uk/efo/EFO_0009886,http://www.ebi.ac.uk/efo/efo.owl#,0.5823821719600779
injury of other intrathoracic organs,intrathoracic organ injury,http://www.ebi.ac.uk/efo/EFO_0009887,http://www.ebi.ac.uk/efo/efo.owl#,0.89341434566676
injury of blood vessels at abdomen lower back pelvis level,blood vessel injury,http://www.ebi.ac.uk/efo/EFO_0009886,http://www.ebi.ac.uk/efo/efo.owl#,0.5881386314749355
injury of blood vessels at abdomen lower back pelvis level,blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,http://www.ebi.ac.uk/efo/efo.owl#,0.5196793814760884
injury of blood vessels at shoulder upper arm level,blood vessel injury,http://www.ebi.ac.uk/efo/EFO_0009886,http://www.ebi.ac.uk/efo/efo.owl#,0.6227253832181352
injury of blood vessels at shoulder upper arm level,blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,http://www.ebi.ac.uk/efo/efo.owl#,0.5502402404152431
other fluke infections,infection,http://www.ebi.ac.uk/efo/EFO_0000544,http://www.ebi.ac.uk/efo/efo.owl#,0.5153087408020469
acquired haemolytic anaemia,acquired,http://purl.obolibrary.org/obo/MONDO_0021141,http://www.ebi.ac.uk/efo/efo.owl#,0.5786975202876603
acquired haemolytic anaemia,acquired aplastic anemia,http://www.ebi.ac.uk/efo/EFO_0006926,http://www.ebi.ac.uk/efo/efo.owl#,0.5603416807449386
acquired haemolytic anaemia,hemolytic anemia,http://www.ebi.ac.uk/efo/EFO_0005558,http://www.ebi.ac.uk/efo/efo.owl#,0.5424135732878343
persons encountering health services other circumstances,encounter with health service related to socioeconomic and psychosocial circumstances,http://www.ebi.ac.uk/efo/EFO_0009788,http://www.ebi.ac.uk/efo/efo.owl#,0.6313026595023
persons encountering health services other circumstances,encounter with health service,http://www.ebi.ac.uk/efo/EFO_0009786,http://www.ebi.ac.uk/efo/efo.owl#,0.6129654591938639
persons encountering health services other counselling medical advice not elsewhere classified,encounter with health service,http://www.ebi.ac.uk/efo/EFO_0009786,http://www.ebi.ac.uk/efo/efo.owl#,0.6132221634232462
hereditary ataxia,hereditary ataxia,http://www.ebi.ac.uk/efo/EFO_0009671,http://www.ebi.ac.uk/efo/efo.owl#,0.9839834604353461
hereditary ataxia,Rare hereditary ataxia,http://www.orpha.net/ORDO/Orphanet_183518,http://www.ebi.ac.uk/efo/efo.owl#,0.8621119586326751
hereditary ataxia,hereditary cerebellar ataxia,http://purl.obolibrary.org/obo/MONDO_0100310,http://www.ebi.ac.uk/efo/efo.owl#,0.7899292587589342
mycetoma,eumycotic mycetoma,http://www.ebi.ac.uk/efo/EFO_0007265,http://www.ebi.ac.uk/efo/efo.owl#,0.6824178862509731
acquired absence of limb,acquired,http://purl.obolibrary.org/obo/MONDO_0021141,http://www.ebi.ac.uk/efo/efo.owl#,0.6604178016572458
acquired absence of limb,Acquired porencephaly,http://www.orpha.net/ORDO/Orphanet_314697,http://www.ebi.ac.uk/efo/efo.owl#,0.5317300508530532
acquired absence of limb,acquired ataxia,http://purl.obolibrary.org/obo/MONDO_0016593,http://www.ebi.ac.uk/efo/efo.owl#,0.5301955064200357
convalescence,convalescence,http://www.ebi.ac.uk/efo/EFO_0009630,http://www.ebi.ac.uk/efo/efo.owl#,0.9963876913382539
pemphigoid,bullous pemphigoid,http://www.ebi.ac.uk/efo/EFO_0007187,http://www.ebi.ac.uk/efo/efo.owl#,0.7863954696008266
pemphigoid,pemphigoid gestationis,http://www.ebi.ac.uk/efo/EFO_1000709,http://www.ebi.ac.uk/efo/efo.owl#,0.7786319903493695
pemphigoid,mucous membrane pemphigoid,http://www.ebi.ac.uk/efo/EFO_1000680,http://www.ebi.ac.uk/efo/efo.owl#,0.706187482577951
eccrine sweat disorders,eccrine sweat gland,http://purl.obolibrary.org/obo/UBERON_0000423,http://www.ebi.ac.uk/efo/efo.owl#,0.8201281938696673
eccrine sweat disorders,eccrine sweat gland cancer,http://www.ebi.ac.uk/efo/EFO_0005553,http://www.ebi.ac.uk/efo/efo.owl#,0.7502609626517118
eccrine sweat disorders,eccrine sweat gland neoplasm,http://purl.obolibrary.org/obo/MONDO_0002090,http://www.ebi.ac.uk/efo/efo.owl#,0.7300987815614647
transplanted organ tissue status,organism status,http://www.ebi.ac.uk/efo/EFO_0007063,http://www.ebi.ac.uk/efo/efo.owl#,0.5023316629736297
persons encountering health services specifie procedures not carried out,encounter with health service,http://www.ebi.ac.uk/efo/EFO_0009786,http://www.ebi.ac.uk/efo/efo.owl#,0.5639723488989611
renal tubulo interstitial disorders diseases classified elsewhere,renal tubule disease,http://www.ebi.ac.uk/efo/EFO_0009566,http://www.ebi.ac.uk/efo/efo.owl#,0.509556120992094
occlusion stenosis of cerebral arteries notcerebral infarction,cerebral artery occlusion,http://purl.obolibrary.org/obo/MONDO_0000944,http://www.ebi.ac.uk/efo/efo.owl#,0.7159626116145161
occlusion stenosis of cerebral arteries notcerebral infarction,cerebral infarction,http://purl.obolibrary.org/obo/MONDO_0002679,http://www.ebi.ac.uk/efo/efo.owl#,0.6899040732809832
occlusion stenosis of cerebral arteries notcerebral infarction,occlusion precerebral artery,http://www.ebi.ac.uk/efo/EFO_0009677,http://www.ebi.ac.uk/efo/efo.owl#,0.6583351620477914
orchitis epididymitis,Epididymitis,http://purl.obolibrary.org/obo/HP_0000031,http://www.ebi.ac.uk/efo/efo.owl#,0.8434551127999238
orchitis epididymitis,epididymis,http://purl.obolibrary.org/obo/UBERON_0001301,http://www.ebi.ac.uk/efo/efo.owl#,0.7041937966380158
orchitis epididymitis,orchitis,http://www.ebi.ac.uk/efo/EFO_1001078,http://www.ebi.ac.uk/efo/efo.owl#,0.6381586021741663
other disorders of nervous system,nervous system,http://purl.obolibrary.org/obo/UBERON_0001016,http://www.ebi.ac.uk/efo/efo.owl#,0.8198653346844861
other disorders of nervous system,congenital nervous system disorder,http://purl.obolibrary.org/obo/MONDO_0002320,http://www.ebi.ac.uk/efo/efo.owl#,0.7799520948795117
other disorders of nervous system,nervous system disease,http://www.ebi.ac.uk/efo/EFO_0000618,http://www.ebi.ac.uk/efo/efo.owl#,0.7687931182628355
rheumatic fever with heart involvement,rheumatic fever,http://www.ebi.ac.uk/efo/EFO_1001160,http://www.ebi.ac.uk/efo/efo.owl#,0.6199584666896938
rheumatic fever with heart involvement,rheumatic heart disease,http://www.ebi.ac.uk/efo/EFO_1001161,http://www.ebi.ac.uk/efo/efo.owl#,0.5633754423183291
rheumatic fever with heart involvement,rheumatic fever nodule,http://www.ebi.ac.uk/efo/EFO_1001416,http://www.ebi.ac.uk/efo/efo.owl#,0.5169840493020784
rapidly progressive nephritic syndrome,Rapidly progressive glomerulonephritis,http://www.orpha.net/ORDO/Orphanet_280569,http://www.ebi.ac.uk/efo/efo.owl#,0.7360793912726675
dizziness giddiness,dizziness,http://www.ebi.ac.uk/efo/EFO_0009847,http://www.ebi.ac.uk/efo/efo.owl#,0.7776838841884121
chlamydia psittaci infection,Chlamydiaceae Infections,http://www.ebi.ac.uk/efo/EFO_1001288,http://www.ebi.ac.uk/efo/efo.owl#,0.6172210736031941
chlamydia psittaci infection,Chlamydia trachomatis infectious disease,http://www.ebi.ac.uk/efo/EFO_0007205,http://www.ebi.ac.uk/efo/efo.owl#,0.5856116510613649
chlamydia psittaci infection,Chlamydia trachomatis,http://purl.obolibrary.org/obo/NCBITaxon_813,http://www.ebi.ac.uk/efo/efo.owl#,0.53941637420148
glomerular disorders diseases classified elsewhere,glomerular disease,http://www.ebi.ac.uk/efo/EFO_1002049,http://www.ebi.ac.uk/efo/efo.owl#,0.7085273327598779
glomerular disorders diseases classified elsewhere,Genetic glomerular disease,http://www.orpha.net/ORDO/Orphanet_183586,http://www.ebi.ac.uk/efo/efo.owl#,0.603782129904066
glomerular disorders diseases classified elsewhere,Primary glomerular disease,http://www.orpha.net/ORDO/Orphanet_102373,http://www.ebi.ac.uk/efo/efo.owl#,0.5905224098657401
hypertensive renal disease,malignant hypertensive renal disease,http://purl.obolibrary.org/obo/MONDO_0000959,http://www.ebi.ac.uk/efo/efo.owl#,0.8219950695147914
hypertensive renal disease,hypertensive heart disease,http://purl.obolibrary.org/obo/MONDO_0001302,http://www.ebi.ac.uk/efo/efo.owl#,0.7644158198982683
hypertensive renal disease,renal hypertension,http://www.ebi.ac.uk/efo/EFO_1002039,http://www.ebi.ac.uk/efo/efo.owl#,0.7459948519284638
congenital ichthyosis,ichthyosis,http://purl.obolibrary.org/obo/MONDO_0019269,http://www.ebi.ac.uk/efo/efo.owl#,0.8404952099017406
congenital ichthyosis,Congenital cataract - ichthyosis,http://www.orpha.net/ORDO/Orphanet_1376,http://www.ebi.ac.uk/efo/efo.owl#,0.8341727637737506
congenital ichthyosis,Autosomal recessive congenital ichthyosis,http://www.orpha.net/ORDO/Orphanet_281097,http://www.ebi.ac.uk/efo/efo.owl#,0.762653335137812
fracture of skull facial bones,Skull Fractures,http://www.ebi.ac.uk/efo/EFO_1001425,http://www.ebi.ac.uk/efo/efo.owl#,0.7241608498063888
fracture of skull facial bones,bone fracture,http://www.ebi.ac.uk/efo/EFO_0003931,http://www.ebi.ac.uk/efo/efo.owl#,0.5748332084485875
fracture of skull facial bones,Fractured hand bones,http://purl.obolibrary.org/obo/HP_0004277,http://www.ebi.ac.uk/efo/efo.owl#,0.5116428424720396
headache,Headache,http://purl.obolibrary.org/obo/HP_0002315,http://www.ebi.ac.uk/efo/efo.owl#,0.9875917697731399
headache,headache disorder,http://www.ebi.ac.uk/efo/EFO_0009550,http://www.ebi.ac.uk/efo/efo.owl#,0.8053392385750451
headache,Cluster headache,http://purl.obolibrary.org/obo/HP_0012199,http://www.ebi.ac.uk/efo/efo.owl#,0.7375837930204859
fever of unknown origin,fever of unknown origin,http://www.ebi.ac.uk/efo/EFO_0003952,http://www.ebi.ac.uk/efo/efo.owl#,0.9805625179109811
fever of unknown origin,glial tumor of neuroepithelial tissue with unknown origin,http://purl.obolibrary.org/obo/MONDO_0016704,http://www.ebi.ac.uk/efo/efo.owl#,0.5697231312440857
dysphagia,Dysphagia,http://purl.obolibrary.org/obo/HP_0002015,http://www.ebi.ac.uk/efo/efo.owl#,0.9834518595328463
dysphagia,Neuromuscular dysphagia,http://purl.obolibrary.org/obo/HP_0002068,http://www.ebi.ac.uk/efo/efo.owl#,0.6492028568372664
dysphagia,dysphoria,http://www.ebi.ac.uk/efo/EFO_0009867,http://www.ebi.ac.uk/efo/efo.owl#,0.5548868699539026
heartburn,burn,http://www.ebi.ac.uk/efo/EFO_0009516,http://www.ebi.ac.uk/efo/efo.owl#,0.5412292158971382
cough,Cough,http://purl.obolibrary.org/obo/HP_0012735,http://www.ebi.ac.uk/efo/efo.owl#,0.9994420864056585
cough,whooping cough,http://www.ebi.ac.uk/efo/EFO_0000650,http://www.ebi.ac.uk/efo/efo.owl#,0.642420066277672
urethritis urethral syndrome,urethral syndrome,http://purl.obolibrary.org/obo/MONDO_0001730,http://www.ebi.ac.uk/efo/efo.owl#,0.9091409854327366
urethritis urethral syndrome,urethritis,http://www.ebi.ac.uk/efo/EFO_0003878,http://www.ebi.ac.uk/efo/efo.owl#,0.7645633390022508
urethritis urethral syndrome,urethra,http://purl.obolibrary.org/obo/UBERON_0000057,http://www.ebi.ac.uk/efo/efo.owl#,0.6987174905586456
other arthritis,arthritis,http://www.ebi.ac.uk/efo/EFO_0005856,http://www.ebi.ac.uk/efo/efo.owl#,0.9051242272592351
other arthritis,infective arthritis,http://purl.obolibrary.org/obo/MONDO_0042485,http://www.ebi.ac.uk/efo/efo.owl#,0.680449025628164
other arthritis,reactive arthritis,http://www.ebi.ac.uk/efo/EFO_0007460,http://www.ebi.ac.uk/efo/efo.owl#,0.6734774403244268
systemic lupus erythematosus,systemic lupus erythematosus,http://www.ebi.ac.uk/efo/EFO_0002690,http://www.ebi.ac.uk/efo/efo.owl#,0.9920933945503989
systemic lupus erythematosus,neonatal systemic lupus erythematosus,http://www.ebi.ac.uk/efo/EFO_0004537,http://www.ebi.ac.uk/efo/efo.owl#,0.8942113099865702
systemic lupus erythematosus,lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0004670,http://www.ebi.ac.uk/efo/efo.owl#,0.8760547332606439
systemic sclerosis,systemic scleroderma,http://www.ebi.ac.uk/efo/EFO_0000717,http://www.ebi.ac.uk/efo/efo.owl#,0.7717522522850464
systemic sclerosis,Sclerosteosis,http://www.orpha.net/ORDO/Orphanet_3152,http://www.ebi.ac.uk/efo/efo.owl#,0.6280741385408369
systemic sclerosis,systemic mycosis,http://purl.obolibrary.org/obo/MONDO_0000256,http://www.ebi.ac.uk/efo/efo.owl#,0.5800811822979945
psoriasis,psoriasis,http://www.ebi.ac.uk/efo/EFO_0000676,http://www.ebi.ac.uk/efo/efo.owl#,0.9914125330550414
psoriasis,parapsoriasis,http://www.ebi.ac.uk/efo/EFO_1000747,http://www.ebi.ac.uk/efo/efo.owl#,0.6936467052869251
psoriasis,guttate psoriasis,http://purl.obolibrary.org/obo/MONDO_0023297,http://www.ebi.ac.uk/efo/efo.owl#,0.6763060057744757
follicular cysts of skin subcutaneous tissue,subcutaneous tissue disease,http://purl.obolibrary.org/obo/MONDO_0019296,http://www.ebi.ac.uk/efo/efo.owl#,0.6450002844587215
